Position,Mutability,Shannon_entropy,Gap_percentage,A_percentage,T_percentage,G_percentage,C_percentage,Element,Protein
5217,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,0.0,99.99946822370764,0.0,0.0002658881461746,hairpin loop,ORF1ab
5218,4.254210338794676e-05,0.0003723921584073,0.0002658881461746,99.9978728948306,0.0,0.0018612170232226,0.0,hairpin loop,ORF1ab
5219,2.127105169397338e-05,0.0001996789624229,0.0002658881461746,99.9989364474153,0.0,0.000797664438524,0.0,hairpin loop,ORF1ab
5220,0.0008029822014474,0.0051319430717196,0.0002658881461746,0.0,0.0398832219262,0.0,99.95985088992762,hairpin loop,ORF1ab
5221,8.508420677589351e-05,0.0007268341431828,0.0002658881461746,0.0029247696079213,99.9957457896612,0.0,0.0010635525846986,hairpin loop,ORF1ab
5222,1.5953288770480033e-05,0.0001539234858669,0.0002658881461746,0.0,99.99920233556148,0.0005317762923493,0.0,hairpin loop,ORF1ab
5223,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,0.0,99.99973411185384,stem,ORF1ab
5224,4.254210338794676e-05,0.0003723921584073,0.0002658881461746,0.0,99.9978728948306,0.0,0.0018612170232226,stem,ORF1ab
5225,6.381315508192013e-05,0.0005486383141021,0.0002658881461746,99.99680934224592,0.0002658881461746,0.0026588814617466,0.0,stem,ORF1ab
5226,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,stem,ORF1ab
5227,4.254210338794676e-05,0.0003907293921928,0.0002658881461746,0.0010635525846986,99.9978728948306,0.0,0.000797664438524,stem,ORF1ab
5228,2.127105169397338e-05,0.0001996789624229,0.0002658881461746,99.9989364474153,0.0,0.000797664438524,0.0,stem,ORF1ab
5229,5.849539215842679e-05,0.0005300027946544,0.0002658881461746,99.99707523039208,0.001595328877048,0.000797664438524,0.0002658881461746,multiloop,ORF1ab
5230,0.0002233460427867,0.0017601093118272,0.0002658881461746,99.98883269786066,0.0002658881461746,0.007178979946716,0.0034565459002706,multiloop,ORF1ab
5231,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,0.0,99.99946822370764,0.0002658881461746,0.0,multiloop,ORF1ab
5232,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,0.0,0.0002658881461746,99.99946822370764,0.0,multiloop,ORF1ab
5233,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,99.99973411185384,0.0,stem,ORF1ab
5234,0.0005264585294258,0.0037519715199098,0.0002658881461746,0.0204733872554493,0.0050518747773186,99.9736770735287,0.0005317762923493,stem,ORF1ab
5235,0.0005370940552728,0.0036321563192767,0.0002658881461746,0.0005317762923493,0.0260570383251173,0.0,99.97314529723636,stem,ORF1ab
5236,0.0001116730213933,0.0009480519620927,0.0002658881461746,99.99441634893034,0.003190657754096,0.0018612170232226,0.0002658881461746,stem,ORF1ab
5237,6.913091800541348e-05,0.0006015459728328,0.0002658881461746,0.000797664438524,0.002392993315572,99.99654345409972,0.0,stem,ORF1ab
5238,0.0001116730213933,0.0009172867856218,0.0002658881461746,99.99441634893034,0.0,0.0045200984849693,0.000797664438524,stem,ORF1ab
5239,0.0021324229323208,0.0123763156680108,0.0002658881461746,0.0002658881461746,99.89125174821456,0.0005317762923493,0.1076846992007402,stem,ORF1ab
5240,1.5953288770480033e-05,0.0001539234858669,0.0002658881461746,99.99920233556148,0.0,0.0005317762923493,0.0,stem,ORF1ab
5241,2.6588814617466724e-05,0.0002441309786262,0.0002658881461746,99.99867055926912,0.0,0.0010635525846986,0.0,stem,ORF1ab
5242,0.0003084302495626,0.0022278728523874,0.0002658881461746,0.0005317762923493,0.0146238480396066,0.0,99.98457848752189,stem,ORF1ab
5243,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,99.99973411185384,0.0,0.0,0.0,hairpin loop,ORF1ab
5244,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,99.99973411185384,0.0,0.0,0.0,hairpin loop,ORF1ab
5245,0.0073863727007322,0.035537462985883,0.0002658881461746,0.0,0.3733069572292328,0.0,99.6264271546246,hairpin loop,ORF1ab
5246,2.127105169397338e-05,0.0002070038817316,0.0002658881461746,0.0,99.9989364474153,0.0002658881461746,0.0005317762923493,hairpin loop,ORF1ab
5247,1.5953288770480033e-05,0.0001539234858669,0.0002658881461746,0.0,0.0005317762923493,99.99920233556148,0.0,stem,ORF1ab
5248,0.0004679631372674,0.0031806394797848,0.0002658881461746,0.0,99.97660184313662,0.0,0.023132268717196,stem,ORF1ab
5249,4.78598663114401e-05,0.000413910315904,0.0002658881461746,0.0,99.99760700668443,0.0,0.0021271051693973,stem,ORF1ab
5250,2.6588814617466724e-05,0.000252759348088,0.0002658881461746,99.99867055926912,0.0002658881461746,0.000797664438524,0.0,stem,ORF1ab
5251,0.0003190657754096,0.0022619737514958,0.0002658881461746,0.0,99.98404671122952,0.0,0.0156874006243053,stem,ORF1ab
5252,3.722434046445341e-05,0.0003462774065879,0.0002658881461746,0.000797664438524,0.000797664438524,0.0,99.99813878297678,stem,ORF1ab
5253,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,interior loop & bulge,ORF1ab
5254,0.0001488973618578,0.001199757753512,0.0002658881461746,0.001595328877048,99.99255513190712,0.0,0.005583651069668,stem,ORF1ab
5255,0.0001010374955463,0.0008661073008512,0.0002658881461746,0.0029247696079213,0.001595328877048,99.99494812522268,0.0002658881461746,stem,ORF1ab
5256,1.5953288770480033e-05,0.0001539234858669,0.0002658881461746,0.0,0.0005317762923493,0.0,99.99920233556148,stem,ORF1ab
5257,0.0004573276114204,0.0031781986615377,0.0002658881461746,0.0010635525846986,0.021536939840148,0.0,99.97713361942898,stem,ORF1ab
5258,4.78598663114401e-05,0.0004254725032743,0.0002658881461746,99.99760700668443,0.0,0.0018612170232226,0.0002658881461746,multiloop,ORF1ab
5259,0.0004839164260378,0.0034462847489094,0.0002658881461746,0.000797664438524,0.0204733872554493,0.0026588814617466,99.9758041786981,multiloop,ORF1ab
5260,9.040196969938686e-05,0.0007753392964923,0.0002658881461746,0.003190657754096,99.99547990151504,0.0002658881461746,0.000797664438524,multiloop,ORF1ab
5261,0.0086839068540646,0.0418003998703907,0.0002658881461746,0.0101037495546373,0.4333976782647076,99.55623268403448,0.0,multiloop,ORF1ab
5262,0.0021005163547798,0.0119861305005115,0.0002658881461746,0.0,0.1052917058851682,0.0,99.89444240596865,multiloop,ORF1ab
5263,0.0001542151247813,0.0012748625233356,0.0002658881461746,99.99228924376094,0.0018612170232226,0.004785986631144,0.000797664438524,multiloop,ORF1ab
5264,8.508420677589351e-05,0.0007295839525314,0.0002658881461746,0.0005317762923493,99.9957457896612,0.0002658881461746,0.003190657754096,multiloop,ORF1ab
5265,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,multiloop,ORF1ab
5266,0.0008561598306824,0.006049513137925,0.0002658881461746,0.0220687161324973,0.0130285191625586,99.95719200846588,0.0074448680928906,stem,ORF1ab
5267,0.0001116730213933,0.0008848569240051,0.0002658881461746,0.0,99.99441634893034,0.0,0.0053177629234933,stem,ORF1ab
5268,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,stem,ORF1ab
5269,7.444868092890682e-05,0.0006152176449577,0.0002658881461746,99.99627756595356,0.0,0.0034565459002706,0.0,stem,ORF1ab
5270,0.0001754861764752,0.0013978921957723,0.0002658881461746,99.99069391488388,0.0,0.0090401969699386,0.0,stem,ORF1ab
5271,0.0037437050981393,0.0197847395969093,0.0002658881461746,0.0,0.1879829193454897,0.0,99.81175119250834,interior loop & bulge,ORF1ab
5272,5.849539215842679e-05,0.0005080280367283,0.0002658881461746,99.99707523039208,0.0,0.002392993315572,0.0002658881461746,stem,ORF1ab
5273,0.0012390387611739,0.0079131094677363,0.0002658881461746,0.0531776292349334,0.008774308823764,0.0,99.93778217379511,stem,ORF1ab
5274,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,stem,ORF1ab
5275,0.0005636828698902,0.0038604618524095,0.0002658881461746,0.0021271051693973,0.0257911501789427,0.0,99.97181585650549,interior loop & bulge,ORF1ab
5276,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,0.0,99.99973411185384,stem,ORF1ab
5277,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,99.99973411185384,0.0,0.0,0.0,stem,ORF1ab
5278,7.444868092890682e-05,0.0006152176449577,0.0002658881461746,99.99627756595356,0.0,0.0034565459002706,0.0,stem,ORF1ab
5279,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,0.0,99.99973411185384,stem,ORF1ab
5280,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,99.99973411185384,0.0,0.0,0.0,hairpin loop,ORF1ab
5281,0.0001010374955463,0.0008237690127138,0.0002658881461746,99.99494812522268,0.0,0.0045200984849693,0.0002658881461746,hairpin loop,ORF1ab
5282,0.0001754861764752,0.0014149363931268,0.0002658881461746,99.99122569117624,0.0002658881461746,0.0058495392158426,0.002392993315572,hairpin loop,ORF1ab
5283,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,hairpin loop,ORF1ab
5284,4.254210338794676e-05,0.0003907293921928,0.0002658881461746,99.9978728948306,0.0,0.000797664438524,0.0010635525846986,hairpin loop,ORF1ab
5285,1.5953288770480033e-05,0.0001539234858669,0.0002658881461746,0.0,0.0,99.99920233556148,0.0005317762923493,hairpin loop,ORF1ab
5286,1.5953288770480033e-05,0.0001539234858669,0.0002658881461746,99.99920233556148,0.0005317762923493,0.0,0.0,hairpin loop,ORF1ab
5287,0.0006673792468984,0.0047040203249843,0.0002658881461746,0.0178145057937027,0.0154215124781307,99.966498093582,0.0,stem,ORF1ab
5288,6.913091800541348e-05,0.0005964008552472,0.0002658881461746,0.0,99.99654345409972,0.0005317762923493,0.0026588814617466,stem,ORF1ab
5289,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,stem,ORF1ab
5290,0.0001223085472403,0.0010127768757781,0.0002658881461746,0.00398832219262,0.0018612170232226,99.99388457263798,0.0,stem,ORF1ab
5291,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,99.99973411185384,0.0,0.0,0.0,interior loop & bulge,ORF1ab
5292,4.254210338794676e-05,0.0003723921584073,0.0002658881461746,99.9978728948306,0.0,0.0018612170232226,0.0,stem,ORF1ab
5293,5.849539215842679e-05,0.0004955579998339,0.0002658881461746,0.0026588814617466,0.0,99.99707523039208,0.0,stem,ORF1ab
5294,4.254210338794676e-05,0.0003723921584073,0.0002658881461746,0.0,99.9978728948306,0.0,0.0018612170232226,stem,ORF1ab
5295,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,stem,ORF1ab
5296,0.0001276263101638,0.0009972922744276,0.0002658881461746,0.0,99.9936186844918,0.0,0.0061154273620173,stem,ORF1ab
5297,2.6588814617466724e-05,0.000252759348088,0.0002658881461746,99.99867055926912,0.000797664438524,0.0002658881461746,0.0,stem,ORF1ab
5298,0.0001914394652457,0.0015138762182246,0.0002658881461746,99.9904280267377,0.0,0.0066472036543666,0.0026588814617466,stem,ORF1ab
5299,0.0005743183957372,0.0038671542432005,0.0002658881461746,0.0,99.97128408021314,0.000797664438524,0.0276523672021653,stem,ORF1ab
5300,0.0022760025312551,0.0136601052695747,0.0002658881461746,0.0249934857404187,0.0885407526761642,0.0,99.88619987343723,multiloop,ORF1ab
5301,4.254210338794676e-05,0.0003723921584073,0.0002658881461746,0.0,0.0018612170232226,0.0,99.9978728948306,stem,ORF1ab
5302,1.5953288770480033e-05,0.0001592412487904,0.0002658881461746,99.99920233556148,0.0002658881461746,0.0002658881461746,0.0,stem,ORF1ab
5303,1.5953288770480033e-05,0.0001592412487904,0.0002658881461746,0.0002658881461746,0.0002658881461746,0.0,99.99920233556148,stem,ORF1ab
5304,0.0003084302495626,0.0022760796769403,0.0002658881461746,0.0018612170232226,0.0132944073087333,0.0,99.98457848752189,stem,ORF1ab
5305,0.0001967572281692,0.0015247490857418,0.0002658881461746,0.0013294407308733,99.99016213859151,0.0,0.0082425325314146,interior loop & bulge,ORF1ab
5306,6.913091800541348e-05,0.0005756608644475,0.0002658881461746,0.0,0.003190657754096,99.99654345409972,0.0,stem,ORF1ab
5307,4.254210338794676e-05,0.0003723921584073,0.0002658881461746,0.0,0.0018612170232226,0.0,99.9978728948306,stem,ORF1ab
5308,7.976644385240017e-05,0.0006897071584839,0.0002658881461746,0.0002658881461746,99.9960116778074,0.0005317762923493,0.0029247696079213,stem,ORF1ab
5309,0.0003616078787975,0.0025869233490849,0.0002658881461746,0.0010635525846986,0.016750953209004,0.0,99.98191960606012,stem,ORF1ab
5310,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,stem,ORF1ab
5311,5.849539215842679e-05,0.0004955579998339,0.0002658881461746,99.99707523039208,0.0,0.0026588814617466,0.0,interior loop & bulge,ORF1ab
5312,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,0.0,99.99973411185384,interior loop & bulge,ORF1ab
5313,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,99.99946822370764,0.0002658881461746,0.0,0.0,interior loop & bulge,ORF1ab
5314,0.0001595328877048,0.0012178212843728,0.0002658881461746,99.99202335561476,0.0,0.0077107562390653,0.0,interior loop & bulge,ORF1ab
5315,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,0.0,0.0,99.99946822370764,0.0002658881461746,interior loop & bulge,ORF1ab
5316,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,99.99973411185384,0.0,0.0,0.0,interior loop & bulge,ORF1ab
5317,0.0002339815686337,0.0017514801914743,0.0002658881461746,0.0002658881461746,99.98830092156832,0.0002658881461746,0.0109014139931613,stem,ORF1ab
5318,0.0001914394652457,0.0014691051473122,0.0002658881461746,0.0,0.009571973262288,99.99016213859151,0.0,stem,ORF1ab
5319,0.0001488973618578,0.0011448956652379,0.0002658881461746,0.0,0.007178979946716,0.0,99.99255513190712,stem,ORF1ab
5320,5.317762923493345e-05,0.0004669906505716,0.0002658881461746,0.0,99.99734111853826,0.0002658881461746,0.0021271051693973,stem,ORF1ab
5321,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,stem,ORF1ab
5322,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,99.99973411185384,0.0,0.0,0.0,hairpin loop,ORF1ab
5323,6.381315508192013e-05,0.0005357840398009,0.0002658881461746,0.0,99.99680934224592,0.0,0.0029247696079213,hairpin loop,ORF1ab
5324,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,hairpin loop,ORF1ab
5325,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,99.99973411185384,0.0,0.0,0.0,hairpin loop,ORF1ab
5326,0.0064079043228094,0.0327275585276778,0.0002658881461746,0.0,0.338741498226526,0.0,99.6609926136273,hairpin loop,ORF1ab
5327,0.0001169907843168,0.0009379371362754,0.0002658881461746,99.99415046078416,0.0,0.0053177629234933,0.0002658881461746,hairpin loop,ORF1ab
5328,1.5953288770480033e-05,0.0001539234858669,0.0002658881461746,0.0005317762923493,0.0,99.99920233556148,0.0,stem,ORF1ab
5329,0.0002020749910927,0.0016071820522594,0.0002658881461746,99.98989625044536,0.0002658881461746,0.0066472036543666,0.0029247696079213,stem,ORF1ab
5330,4.254210338794676e-05,0.0003834044728841,0.0002658881461746,0.0002658881461746,0.001595328877048,99.9978728948306,0.0,stem,ORF1ab
5331,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,0.0,99.99973411185384,stem,ORF1ab
5332,0.0001701684135517,0.0013186637521886,0.0002658881461746,99.9914915793224,0.0005317762923493,0.0077107562390653,0.0,stem,ORF1ab
5333,4.78598663114401e-05,0.000413910315904,0.0002658881461746,99.99760700668443,0.0,0.0,0.0021271051693973,stem,ORF1ab
5334,2.127105169397338e-05,0.0001996789624229,0.0002658881461746,0.000797664438524,0.0,99.9989364474153,0.0,stem,ORF1ab
5335,0.0009040196969938,0.0057274869804985,0.0002658881461746,0.0452009848496934,0.0,99.95453312700413,0.0,stem,ORF1ab
5336,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,0.0,0.0002658881461746,99.99946822370764,0.0,stem,ORF1ab
5337,2.127105169397338e-05,0.0002070038817316,0.0002658881461746,0.0,0.0005317762923493,0.0002658881461746,99.9989364474153,stem,ORF1ab
5338,0.0001010374955463,0.0008626585161498,0.0002658881461746,0.0005317762923493,99.99494812522268,0.000797664438524,0.0034565459002706,interior loop & bulge,ORF1ab
5339,0.0001488973618578,0.0012108199390162,0.0002658881461746,0.002392993315572,0.004785986631144,99.99255513190712,0.0,stem,ORF1ab
5340,7.976644385240017e-05,0.0006544790501084,0.0002658881461746,0.0,0.0,99.9960116778074,0.0037224340464453,stem,ORF1ab
5341,0.0003403368271035,0.0024155735948141,0.0002658881461746,0.0002658881461746,99.98298315864484,0.0,0.0164850650628293,stem,ORF1ab
5342,3.1906577540960066e-05,0.000287613747951,0.0002658881461746,0.0013294407308733,0.0,99.99840467112296,0.0,stem,ORF1ab
5343,1.5953288770480033e-05,0.0001592412487904,0.0002658881461746,99.99920233556148,0.0002658881461746,0.0,0.0002658881461746,multiloop,ORF1ab
5344,0.0001063552584698,0.0008924605407407,0.0002658881461746,99.9946822370765,0.0,0.0034565459002706,0.001595328877048,multiloop,ORF1ab
5345,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,99.99973411185384,0.0,multiloop,ORF1ab
5346,4.254210338794676e-05,0.0003884567053604,0.0002658881461746,0.0,0.0013294407308733,0.0005317762923493,99.9978728948306,multiloop,ORF1ab
5347,0.0697504373860004,0.8929005929258979,0.0002658881461746,0.0130285191625586,69.2388685927604,30.741987460715027,0.0058495392158426,multiloop,ORF1ab
5348,0.0002392993315572,0.0018770882592403,0.0002658881461746,0.0042542103387946,0.007178979946716,99.98803503342214,0.0002658881461746,multiloop,ORF1ab
5349,0.1043797095437891,0.5909546928837474,0.0002658881461746,14.223952267759998,0.0034565459002706,0.001595328877048,85.7707299693165,stem,ORF1ab
5350,0.0001169907843168,0.0009617386284303,0.0002658881461746,0.0010635525846986,99.99415046078416,0.0,0.0045200984849693,stem,ORF1ab
5351,2.127105169397338e-05,0.0001996789624229,0.0002658881461746,99.9989364474153,0.0,0.000797664438524,0.0,stem,ORF1ab
5352,8.508420677589351e-05,0.0006934662147995,0.0002658881461746,99.9957457896612,0.0,0.00398832219262,0.0,stem,ORF1ab
5353,0.0037490228610628,0.0197365898559081,0.0002658881461746,0.0,0.1874511430531404,0.0,99.81228296880067,stem,ORF1ab
5354,0.0001223085472403,0.001000004123364,0.0002658881461746,0.0010635525846986,99.99388457263798,0.0,0.004785986631144,interior loop & bulge,ORF1ab
5355,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,0.0,99.99946822370764,0.0002658881461746,0.0,interior loop & bulge,ORF1ab
5356,0.0001116730213933,0.0009364897747224,0.0002658881461746,0.0,99.99441634893034,0.0021271051693973,0.003190657754096,interior loop & bulge,ORF1ab
5357,2.6588814617466724e-05,0.0002441309786262,0.0002658881461746,0.0010635525846986,99.99867055926912,0.0,0.0,interior loop & bulge,ORF1ab
5358,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,99.99973411185384,0.0,interior loop & bulge,ORF1ab
5359,4.254210338794676e-05,0.0003723921584073,0.0002658881461746,0.0,99.9978728948306,0.0,0.0018612170232226,interior loop & bulge,ORF1ab
5360,2.127105169397338e-05,0.0001996789624229,0.0002658881461746,0.0,0.000797664438524,99.9989364474153,0.0,interior loop & bulge,ORF1ab
5361,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,0.0,99.99973411185384,stem,ORF1ab
5362,5.317762923493345e-05,0.0004872924655863,0.0002658881461746,99.99734111853826,0.000797664438524,0.0002658881461746,0.0013294407308733,stem,ORF1ab
5363,7.976644385240017e-05,0.0006911535176793,0.0002658881461746,0.001595328877048,0.0021271051693973,0.0,99.9960116778074,stem,ORF1ab
5364,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,stem,ORF1ab
5365,0.0001169907843168,0.0009531670474749,0.0002658881461746,0.0002658881461746,99.99415046078416,0.0002658881461746,0.0050518747773186,stem,ORF1ab
5366,0.0004307387968029,0.0029547409020781,0.0002658881461746,99.97846306015984,0.0,0.0212710516939733,0.0,stem,ORF1ab
5367,0.0001063552584698,0.0008620345382472,0.0002658881461746,0.0,99.9946822370765,0.0002658881461746,0.004785986631144,interior loop & bulge,ORF1ab
5368,0.0005158230035788,0.0036139571217925,0.0002658881461746,0.0034565459002706,0.0220687161324973,0.0,99.97420884982104,stem,ORF1ab
5369,0.0001223085472403,0.001000004123364,0.0002658881461746,0.0,99.99388457263798,0.0010635525846986,0.004785986631144,stem,ORF1ab
5370,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,stem,ORF1ab
5371,0.0002765236720216,0.0021219875187325,0.0002658881461746,99.98617381639892,0.0082425325314146,0.0053177629234933,0.0,stem,ORF1ab
5372,0.0001329440730873,0.0010815389652509,0.0002658881461746,0.0050518747773186,0.0013294407308733,99.99335279634565,0.0,interior loop & bulge,ORF1ab
5373,7.976644385240017e-05,0.0006544790501084,0.0002658881461746,0.0,0.0037224340464453,0.0,99.9960116778074,stem,ORF1ab
5374,0.0004147855080324,0.0030487208701747,0.0002658881461746,0.0034565459002706,0.01595328877048,0.0010635525846986,99.97926072459838,stem,ORF1ab
5375,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,0.0,99.99946822370764,0.0,0.0002658881461746,stem,ORF1ab
5376,1.5953288770480033e-05,0.0001539234858669,0.0002658881461746,99.99920233556148,0.0005317762923493,0.0,0.0,stem,ORF1ab
5377,0.0002446170944806,0.0017845906730444,0.0002658881461746,0.0,0.01196496657786,0.0,99.98776914527596,stem,ORF1ab
5378,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,0.0,99.99946822370764,0.0002658881461746,0.0,stem,ORF1ab
5379,1.5953288770480033e-05,0.0001539234858669,0.0002658881461746,0.0005317762923493,0.0,99.99920233556148,0.0,stem,ORF1ab
5380,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,0.0,99.99946822370764,0.0,0.0002658881461746,stem,ORF1ab
5381,3.1906577540960066e-05,0.000297211354092,0.0002658881461746,99.99840467112296,0.0,0.0010635525846986,0.0002658881461746,hairpin loop,ORF1ab
5382,9.040196969938686e-05,0.0007321974491834,0.0002658881461746,99.99547990151504,0.0,0.0042542103387946,0.0,hairpin loop,ORF1ab
5383,0.000388196693415,0.0026936771832577,0.0002658881461746,0.0,99.98059016532925,0.0,0.019143946524576,hairpin loop,ORF1ab
5384,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,99.99973411185384,0.0,0.0,0.0,hairpin loop,ORF1ab
5385,6.381315508192013e-05,0.0005357840398009,0.0002658881461746,99.99680934224592,0.0,0.0029247696079213,0.0,hairpin loop,ORF1ab
5386,0.001542151247813,0.0097570177656607,0.0002658881461746,0.0148897361857813,0.0619519380586974,99.922360661317,0.0005317762923493,hairpin loop,ORF1ab
5387,3.722434046445341e-05,0.0003449739564348,0.0002658881461746,99.99813878297678,0.0,0.0010635525846986,0.0005317762923493,stem,ORF1ab
5388,0.0003297013012565,0.0023290503714092,0.0002658881461746,0.0,0.0162191769166547,0.0,99.98351493493716,stem,ORF1ab
5389,0.0001223085472403,0.0010086324928258,0.0002658881461746,99.99388457263798,0.000797664438524,0.004785986631144,0.0002658881461746,stem,ORF1ab
5390,0.0003297013012565,0.0023486238385769,0.0002658881461746,0.01595328877048,0.0002658881461746,99.98351493493716,0.0,stem,ORF1ab
5391,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,99.99973411185384,0.0,0.0,stem,ORF1ab
5392,0.0006115427362017,0.0040716700384457,0.0002658881461746,99.96942286318992,0.0005317762923493,0.0297794723715627,0.0,stem,ORF1ab
5393,0.0001169907843168,0.0009782604912091,0.0002658881461746,0.0026588814617466,0.0029247696079213,99.99415046078416,0.0,stem,ORF1ab
5394,4.254210338794676e-05,0.0003884567053604,0.0002658881461746,0.0013294407308733,0.0,99.9978728948306,0.0005317762923493,stem,ORF1ab
5395,6.381315508192013e-05,0.0005678335263842,0.0002658881461746,0.0002658881461746,99.99680934224592,0.0005317762923493,0.0021271051693973,stem,ORF1ab
5396,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,99.99973411185384,0.0,stem,ORF1ab
5397,9.57197326228802e-05,0.0008360786823445,0.0002658881461746,99.99521401336888,0.000797664438524,0.002392993315572,0.0013294407308733,stem,ORF1ab
5398,0.0020845630660093,0.0122775633642734,0.0002658881461746,0.0077107562390653,0.0965173970614042,99.89550595855336,0.0,stem,ORF1ab
5399,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,0.0,99.99946822370764,0.0,0.0002658881461746,interior loop & bulge,ORF1ab
5400,1.5953288770480033e-05,0.0001539234858669,0.0002658881461746,0.0,99.99920233556148,0.0,0.0005317762923493,stem,ORF1ab
5401,0.0001010374955463,0.0008237690127138,0.0002658881461746,99.99494812522268,0.0,0.0045200984849693,0.0002658881461746,stem,ORF1ab
5402,0.0002658881461746,0.0020271261421155,0.0002658881461746,0.003190657754096,0.0098378614084626,99.98670559269128,0.0,stem,ORF1ab
5403,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,99.99973411185384,0.0,stem,ORF1ab
5404,9.57197326228802e-05,0.0007706887698438,0.0002658881461746,0.0,99.99521401336888,0.0,0.0045200984849693,stem,ORF1ab
5405,1.063552584698669e-05,0.0001061608427263,0.0002658881461746,0.0002658881461746,0.0,99.99946822370764,0.0,stem,ORF1ab
5406,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,99.99973411185384,0.0,0.0,0.0,interior loop & bulge,ORF1ab
5407,0.0001010374955463,0.0008089543055771,0.0002658881461746,0.0,99.99494812522268,0.0,0.004785986631144,interior loop & bulge,ORF1ab
5408,0.0002605703832511,0.0019067862154224,0.0002658881461746,0.0124967428702093,0.0002658881461746,99.98697148083744,0.0,stem,ORF1ab
5409,4.254210338794676e-05,0.0003834044728841,0.0002658881461746,0.0002658881461746,99.9978728948306,0.0,0.001595328877048,stem,ORF1ab
5410,5.849539215842679e-05,0.0004955579998339,0.0002658881461746,0.0,99.99707523039208,0.0,0.0026588814617466,stem,ORF1ab
5411,3.722434046445341e-05,0.0003303241178174,0.0002658881461746,99.99813878297678,0.0,0.0,0.001595328877048,stem,ORF1ab
5412,2.127105169397338e-05,0.0001996789624229,0.0002658881461746,0.000797664438524,0.0,99.9989364474153,0.0,stem,ORF1ab
5413,0.0002658881461746,0.0019224952804127,0.0002658881461746,99.98670559269128,0.0,0.0130285191625586,0.0,multiloop,ORF1ab
5414,5.317762923493345e-06,5.308042646292631e-05,0.0002658881461746,0.0,0.0,99.99973411185384,0.0,stem,ORF1ab
5415,1.5953288770480033e-05,0.0001592412487904,0.0002658881461746,99.99920233556148,0.0,0.0002658881461746,0.0002658881461746,stem,ORF1ab
5416,0.0001169907843168,0.0009225153473252,0.0002658881461746,99.99415046078416,0.0,0.005583651069668,0.0,stem,ORF1ab
